All Transactions Activity Types

Account Activity for Individual Brokerage -4702 from 2024-07-17 to 2026-07-17

Total:,-1815.91

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
02/28/25,02/28/25,02/27/25,Option Assigned,PUT  SPY    02/28/25   608.000,SPY,--,1.0,,0.0,0.0,--,--
02/28/25,02/28/25,02/27/25,Option Assigned,PUT  SPY    02/28/25   600.000,SPY,--,1.0,,0.0,0.0,--,--
02/28/25,02/28/25,02/28/25,Bought,SPDR S&P 500 ETF TRUST,SPY,--,100.0,600.0,-60000.0,0.0,--,--
02/28/25,02/28/25,02/28/25,Bought,SPDR S&P 500 ETF TRUST,SPY,--,100.0,608.0,-60800.0,0.0,--,--
02/24/25,02/24/25,02/25/25,Bought,PALANTIR TECHNOLOGIES INC CL A UNSOLICITED TRADE,PLTR,--,2.0,89.9,-179.8,0.0,--,--
02/24/25,02/24/25,02/25/25,Sold To Close,PUT  SPY    02/24/25   605.000,SPY,--,-1.0,7.88,787.45,0.55,--,--
02/24/25,02/24/25,02/25/25,Sold Short,PUT  SPY    02/28/25   608.000,SPY,--,-1.0,11.62,1161.44,0.56,--,--
02/24/25,02/24/25,02/25/25,Bought To Cover,PUT  SPY    02/24/25   608.000,SPY,--,1.0,10.86,-1086.52,0.52,--,--
02/24/25,02/24/25,02/25/25,Bought To Open,PUT  SPY    02/28/25   605.000,SPY,--,1.0,9.44,-944.52,0.52,--,--
02/21/25,02/21/25,02/24/25,Bought To Cover,PUT  TQQQ   02/21/25    87.500,TQQQ,--,1.0,3.75,-375.52,0.52,--,--
02/21/25,02/21/25,02/24/25,Bought To Open,PUT  TQQQ   02/28/25    85.000,TQQQ,--,1.0,3.3,-330.52,0.52,--,--
02/21/25,02/21/25,02/24/25,Sold To Close,PUT  TQQQ   02/21/25    84.500,TQQQ,--,-1.0,0.74,73.47,0.53,--,--
02/21/25,02/21/25,02/24/25,Sold Short,PUT  TQQQ   02/28/25    88.000,TQQQ,--,-1.0,5.11,510.46,0.54,--,--
02/21/25,02/21/25,02/24/25,Bought To Cover,PUT  SPY    02/21/25   608.000,SPY,--,1.0,8.02,-802.52,0.52,--,--
02/21/25,02/21/25,02/24/25,Sold To Close,PUT  SPY    02/21/25   605.000,SPY,--,-1.0,5.05,504.46,0.54,--,--
02/21/25,02/21/25,02/24/25,Bought To Open,PUT  SPY    02/24/25   605.000,SPY,--,1.0,5.59,-559.52,0.52,--,--
02/21/25,02/21/25,02/24/25,Sold Short,PUT  SPY    02/24/25   608.000,SPY,--,-1.0,8.16,815.45,0.55,--,--
02/21/25,02/21/25,02/24/25,Sold Short,PUT  SPY    02/28/25   600.000,SPY,--,-1.0,4.85,484.46,0.54,--,--
02/21/25,02/21/25,02/24/25,Bought To Open,PUT  SPY    02/28/25   597.000,SPY,--,1.0,3.79,-379.52,0.52,--,--
02/21/25,02/21/25,02/24/25,Bought To Open,PUT  TQQQ   02/28/25    81.000,TQQQ,--,1.0,1.59,-159.52,0.52,--,--
02/21/25,02/21/25,02/24/25,Sold Short,PUT  TQQQ   02/28/25    84.000,TQQQ,--,-1.0,2.65,264.47,0.53,--,--
02/20/25,02/20/25,02/21/25,Sold Short,PUT  SPY    02/21/25   608.000,SPY,--,-1.0,2.28,227.47,0.53,--,--
02/20/25,02/20/25,02/21/25,Bought To Open,PUT  SPY    02/21/25   605.000,SPY,--,1.0,1.22,-122.52,0.52,--,--
02/20/25,02/20/25,02/21/25,Bought To Open,PUT  TQQQ   02/21/25    84.500,TQQQ,--,1.0,0.59,-59.52,0.52,--,--
02/20/25,02/20/25,02/21/25,Sold Short,PUT  TQQQ   02/21/25    87.500,TQQQ,--,-1.0,1.65,164.47,0.53,--,--
02/20/25,02/20/25,02/21/25,Bought To Open,CALL BBAI   01/16/26    15.000,BBAI,--,1.0,1.8,-180.52,0.52,--,--
02/19/25,02/19/25,02/20/25,Sold Short,CALL ACHR   07/18/25    14.000,ACHR,--,-1.0,1.7,169.47,0.53,--,--
02/19/25,02/19/25,02/20/25,Bought To Open,PUT  ACHR   07/18/25     9.000,ACHR,--,1.0,1.78,-178.52,0.52,--,--
02/19/25,02/19/25,02/20/25,Bought To Open,PUT  BBAI   03/21/25     7.000,BBAI,--,1.0,1.04,-104.52,0.52,--,--
02/19/25,02/19/25,02/20/25,Sold Short,CALL BBAI   03/21/25    15.000,BBAI,--,-1.0,0.32,31.47,0.53,--,--
02/14/25,02/14/25,02/18/25,Sold To Close,PUT  TQQQ   02/14/25    80.000,TQQQ,--,-1.0,0.02,1.47,0.53,--,--
02/14/25,02/14/25,02/18/25,Bought To Cover,PUT  TQQQ   02/14/25    83.000,TQQQ,--,1.0,0.04,-4.02,0.02,--,--
02/13/25,02/13/25,02/14/25,Bought To Open,CALL VRAR   09/19/25     3.000,VRAR,--,1.0,0.56,-56.52,0.52,--,--
02/13/25,02/13/25,02/14/25,Sold To Close,CALL VRAR   06/20/25     5.000,VRAR,--,-1.0,0.22,21.47,0.53,--,--
02/07/25,02/07/25,02/10/25,Sold Short,PUT  TQQQ   02/14/25    83.000,TQQQ,--,-1.0,2.5,249.47,0.53,--,--
02/07/25,02/07/25,02/10/25,Bought To Open,PUT  TQQQ   02/14/25    80.000,TQQQ,--,1.0,1.45,-145.52,0.52,--,--
02/06/25,02/06/25,02/06/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,38.0,0.0,--,--
02/06/25,02/06/25,02/06/25,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-38.0,0.0,--,--
02/06/25,02/06/25,02/07/25,Sold,MICROSOFT CORP UNSOLICITED TRADE,MSFT,--,-100.0,416.635,41662.33,1.16,--,--
02/06/25,02/06/25,02/07/25,Sold To Close,PUT  MSFT   02/07/25   425.000,MSFT,--,-1.0,8.52,851.45,0.55,--,--
02/06/25,02/06/25,02/06/25,Service Fee,Mandatory Reorg Fee Reversal - 890260847,--,--,,,38.0,0.0,--,--
02/06/25,02/06/25,02/05/25,Option Assigned,PUT  MSFT   02/07/25   430.000,MSFT,--,1.0,,0.0,0.0,--,--
02/06/25,02/06/25,02/06/25,Bought,MICROSOFT CORP,MSFT,--,100.0,430.0,-43000.0,0.0,--,--
02/05/25,02/05/25,02/05/25,Exchange Received In,TONIX PHARMACEUTICALS HLDG NEW EXCHANGE,TNXP,--,2.0,,0.0,0.0,--,--
02/05/25,02/05/25,02/05/25,Service Fee,TONIX PHARMACEUTICALS HLD CORP MANDATORY REORG FEE,--,--,,,-38.0,0.0,--,--
02/05/25,02/05/25,02/05/25,Exchange Delivered Out,TONIX PHARMACEUTICALS HLD CORP EXCHANGE,--,--,-200.0,,0.0,0.0,--,--
02/03/25,02/03/25,02/03/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,-25.0,0.0,--,--
02/03/25,02/03/25,02/03/25,Adjustment,TRNSFR MARGIN TO CASH,--,--,,,25.0,0.0,--,--
02/03/25,02/03/25,02/04/25,Sold,NVIDIA CORPORATION UNSOLICITED TRADE,NVDA,--,-115.0,117.29,13462.95,25.38,--,--
02/03/25,02/03/25,02/03/25,Service Fee,MARGIN LIQUIDATION,--,--,,,-25.0,0.0,--,--
02/03/25,02/03/25,01/31/25,Option Assigned,PUT  NVDA   01/31/25   125.000,NVDA,--,1.0,,0.0,0.0,--,--
02/03/25,02/03/25,01/31/25,Option Expired,PUT  NVDA   01/31/25   120.000,NVDA,--,-1.0,,0.0,0.0,--,--
02/03/25,02/03/25,02/03/25,Sold,PUT  SPXW   01/31/25  6090.000,SPX,--,1.0,49.47,-4947.0,0.0,--,--
02/03/25,02/03/25,02/03/25,Bought,NVIDIA CORPORATION,NVDA,--,100.0,125.0,-12500.0,0.0,--,--
02/03/25,02/03/25,02/03/25,Sold,PUT  SPXW   01/31/25  6085.000,SPX,--,-1.0,44.47,4447.0,0.0,--,--
01/31/25,01/31/25,01/31/25,Margin Interest,Thru 01/31/25 for 31 days,--,--,,,-75.57,0.0,--,--
01/31/25,01/31/25,02/03/25,Bought To Open,PUT  MSFT   02/07/25   425.000,MSFT,--,1.0,9.97,-997.52,0.52,--,--
01/31/25,01/31/25,02/03/25,Sold To Close,PUT  MSFT   01/31/25   425.000,MSFT,--,-1.0,7.85,784.45,0.55,--,--
01/31/25,01/31/25,02/03/25,Sold Short,PUT  MSFT   02/07/25   430.000,MSFT,--,-1.0,13.8,1379.44,0.56,--,--
01/31/25,01/31/25,02/03/25,Bought To Cover,PUT  MSFT   01/31/25   430.000,MSFT,--,1.0,12.78,-1278.52,0.52,--,--
01/27/25,01/27/25,01/28/25,Bought To Open,PUT  NVDA   01/31/25   120.000,NVDA,--,1.0,4.37,-437.52,0.52,--,--
01/27/25,01/27/25,01/28/25,Sold Short,PUT  NVDA   01/31/25   125.000,NVDA,--,-1.0,6.97,696.46,0.54,--,--
01/24/25,01/24/25,01/27/25,Bought To Open,PUT  SPXW   01/31/25  6085.000,SPX,--,1.0,33.3,-3331.07,0.52,--,--
01/24/25,01/24/25,01/27/25,Sold Short,PUT  SPXW   01/31/25  6090.000,SPX,--,-1.0,35.35,3533.93,0.52,--,--
01/24/25,01/24/25,01/27/25,Bought To Open,PUT  MSFT   01/31/25   425.000,MSFT,--,1.0,2.53,-253.52,0.52,--,--
01/24/25,01/24/25,01/27/25,Sold Short,PUT  MSFT   01/31/25   430.000,MSFT,--,-1.0,3.78,377.46,0.54,--,--
01/22/25,01/22/25,01/23/25,Sold,GLIMPSE GROUP INC UNSOLICITED TRADE,VRAR,--,-100.0,1.95,194.97,0.01,--,--
01/21/25,01/21/25,01/22/25,Sold,NVIDIA CORPORATION UNSOLICITED TRADE,NVDA,--,-100.0,141.582,14157.81,0.4,--,--
01/21/25,01/21/25,01/17/25,Option Assigned,PUT  NVDA   01/17/25   138.000,NVDA,--,1.0,,0.0,0.0,--,--
01/21/25,01/21/25,01/17/25,Option Expired,PUT  NVDA   01/17/25   136.000,NVDA,--,-1.0,,0.0,0.0,--,--
01/21/25,01/21/25,01/21/25,Bought,NVIDIA CORPORATION,NVDA,--,100.0,138.0,-13800.0,0.0,--,--
01/17/25,01/17/25,01/21/25,Bought,RIGETTI COMPUTING INC UNSOLICITED TRADE,RGTI,--,40.0,9.88,-395.2,0.0,--,--
01/17/25,01/17/25,01/21/25,Sold To Close,PUT  NVDA   01/17/25   130.000,NVDA,--,-1.0,0.01,0.47,0.53,--,--
01/17/25,01/17/25,01/21/25,Bought To Cover,PUT  NVDA   01/17/25   142.000,NVDA,--,1.0,3.95,-395.52,0.52,--,--
01/17/25,01/17/25,01/21/25,Sold To Close,PUT  NVDA   01/17/25   132.000,NVDA,--,-1.0,0.05,4.47,0.53,--,--
01/17/25,01/17/25,01/21/25,Bought To Cover,PUT  NVDA   01/17/25   135.000,NVDA,--,1.0,0.28,-28.52,0.52,--,--
01/06/25,01/06/25,01/07/25,Bought To Open,CALL QS     01/16/26    17.000,QS,--,1.0,1.0,-100.52,0.52,--,--
01/03/25,01/03/25,01/06/25,Bought To Open,CALL GEVO   08/15/25     5.000,GEVO,--,1.0,0.65,-65.52,0.52,--,--
01/02/25,01/02/25,01/03/25,Sold To Close,CALL RGTI   05/16/25    15.000,RGTI,--,-1.0,7.87,786.45,0.55,--,--
01/02/25,01/02/25,01/03/25,Bought To Open,CALL RGTI   05/16/25    20.000,RGTI,--,1.0,6.27,-627.52,0.52,--,--
01/02/25,01/02/25,01/03/25,Sold,SPDR S&P 500 ETF TRUST UNSOLICITED TRADE,SPY,--,-100.0,590.49,59047.33,1.65,--,--
01/02/25,01/02/25,01/03/25,Sold To Close,PUT  SPY    12/19/25   675.000,SPY,--,-1.0,83.56,8355.24,0.76,--,--
01/02/25,01/02/25,01/03/25,Bought To Open,CALL QBTS   07/18/25    20.000,QBTS,--,1.0,2.25,-225.52,0.52,--,--
01/02/25,01/02/25,12/31/24,Option Assigned,PUT  SPY    12/19/25   685.000,SPY,--,1.0,,0.0,0.0,--,--
01/02/25,01/02/25,01/02/25,Bought,SPDR S&P 500 ETF TRUST,SPY,--,100.0,685.0,-68500.0,0.0,--,--
12/31/24,12/31/24,12/31/24,Margin Interest,Thru 12/31/24 for 31 days,--,--,,,-31.29,0.0,--,--
12/31/24,12/31/24,01/02/25,Sold Short,PUT  SPY    12/19/25   685.000,SPY,--,-1.0,97.85,9784.2,0.8,--,--
12/31/24,12/31/24,01/02/25,Bought To Open,PUT  SPY    12/19/25   675.000,SPY,--,1.0,88.35,-8835.52,0.52,--,--
12/27/24,12/27/24,12/27/24,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,0.3,0.0,--,--
12/27/24,12/27/24,12/27/24,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-0.3,0.0,--,--
12/27/24,12/27/24,12/27/24,Qualified Dividend,NVIDIA CORPORATION REC 12/27/24 PAY 12/27/24 RATE 0.00000000 QTY 0.00000000,NVDA,--,,,0.3,0.0,--,--
12/23/24,12/23/24,12/24/24,Sold,INUVO INC COM NEW UNSOLICITED TRADE,INUV,--,-300.0,0.39,117.0,0.01,--,--
12/23/24,12/23/24,12/20/24,Option Exercised,PUT  TSLA   12/20/24   425.000,TSLA,--,-1.0,,0.0,0.0,--,--
12/23/24,12/23/24,12/20/24,Option Assigned,PUT  TSLA   12/20/24   445.000,TSLA,--,2.0,,0.0,0.0,--,--
12/23/24,12/23/24,12/20/24,Option Assigned,PUT  TSLA   12/20/24   430.000,TSLA,--,1.0,,0.0,0.0,--,--
12/23/24,12/23/24,12/20/24,Option Exercised,PUT  TSLA   12/20/24   440.000,TSLA,--,-2.0,,0.0,0.0,--,--
12/23/24,12/23/24,12/23/24,Sold,TESLA INC,TSLA,--,-200.0,440.0,87997.52,2.45,--,--
12/23/24,12/23/24,12/23/24,Bought,TESLA INC,TSLA,--,200.0,445.0,-89000.0,0.0,--,--
12/23/24,12/23/24,12/23/24,Bought,TESLA INC,TSLA,--,100.0,430.0,-43000.0,0.0,--,--
12/23/24,12/23/24,12/23/24,Sold,TESLA INC,TSLA,--,-100.0,425.0,42498.79,1.19,--,--
12/19/24,12/19/24,12/20/24,Bought To Open,CALL VRAR   06/20/25     5.000,VRAR,--,1.0,1.4,-140.51,0.51,--,--
12/19/24,12/19/24,12/20/24,Bought,RIGETTI COMPUTING INC UNSOLICITED TRADE,RGTI,--,60.0,8.25,-495.0,0.0,--,--
12/18/24,12/18/24,12/19/24,Bought To Open,PUT  TSLA   12/20/24   425.000,TSLA,--,1.0,4.23,-423.51,0.51,--,--
12/18/24,12/18/24,12/19/24,Sold Short,PUT  TSLA   12/20/24   430.000,TSLA,--,-1.0,5.53,552.47,0.53,--,--
12/18/24,12/18/24,12/19/24,Bought To Open,PUT  TSLA   12/20/24   440.000,TSLA,--,1.0,3.2,-320.51,0.51,--,--
12/18/24,12/18/24,12/19/24,Sold Short,PUT  TSLA   12/20/24   445.000,TSLA,--,-1.0,4.3,429.47,0.53,--,--
12/18/24,12/18/24,12/19/24,Bought To Open,PUT  TSLA   12/20/24   440.000,TSLA,--,1.0,2.35,-235.51,0.51,--,--
12/18/24,12/18/24,12/19/24,Sold Short,PUT  TSLA   12/20/24   445.000,TSLA,--,-1.0,3.15,314.48,0.52,--,--
12/18/24,12/18/24,12/19/24,Bought To Open,CALL RGTI   05/16/25    15.000,RGTI,--,1.0,3.5,-350.51,0.51,--,--
12/18/24,12/18/24,12/19/24,Sold To Close,CALL INTC   12/18/26    30.000,INTC,--,-1.0,3.6,359.47,0.53,--,--
12/18/24,12/18/24,12/19/24,Sold To Close,PUT  NVDA   12/20/24   135.000,NVDA,--,-1.0,1.81,180.48,0.52,--,--
12/18/24,12/18/24,12/19/24,Bought To Open,PUT  NVDA   01/17/25   136.000,NVDA,--,1.0,6.72,-672.51,0.51,--,--
12/18/24,12/18/24,12/19/24,Sold Short,PUT  NVDA   01/17/25   142.000,NVDA,--,-1.0,10.2,1019.46,0.54,--,--
12/18/24,12/18/24,12/19/24,Bought To Cover,PUT  NVDA   12/20/24   140.000,NVDA,--,1.0,4.92,-492.51,0.51,--,--
12/17/24,12/17/24,12/18/24,Bought To Open,CALL SOUN   09/19/25    22.000,SOUN,--,1.0,6.25,-625.51,0.51,--,--
12/17/24,12/17/24,12/18/24,Sold To Close,CALL SOUN   07/18/25    17.000,SOUN,--,-1.0,7.45,744.46,0.54,--,--
12/17/24,12/17/24,12/18/24,Bought,TONIX PHARMACEUTICALS HLD CORP UNSOLICITED TRADE,TNXP,--,100.0,0.638,-63.78,0.0,--,--
12/17/24,12/17/24,12/18/24,Bought,TONIX PHARMACEUTICALS HLD CORP UNSOLICITED TRADE,TNXP,--,100.0,0.95,-95.0,0.0,--,--
12/16/24,12/16/24,12/17/24,Bought To Open,PUT  NVDA   01/17/25   130.000,NVDA,--,1.0,5.57,-557.51,0.51,--,--
12/16/24,12/16/24,12/17/24,Sold Short,PUT  NVDA   01/17/25   135.000,NVDA,--,-1.0,8.15,814.46,0.54,--,--
12/16/24,12/16/24,12/17/24,Sold To Close,PUT  NVDA   12/20/24   135.000,NVDA,--,-1.0,4.36,435.47,0.53,--,--
12/16/24,12/16/24,12/17/24,Bought To Cover,PUT  NVDA   12/20/24   138.000,NVDA,--,1.0,6.62,-662.51,0.51,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  SPXW   12/13/24  6050.000,SPX,--,1.0,,0.0,0.0,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  COST   12/13/24   957.500,COST,--,-1.0,,0.0,0.0,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  SPXW   12/13/24  6025.000,SPX,--,-1.0,,0.0,0.0,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  SPXW   12/13/24  6045.000,SPX,--,-1.0,,0.0,0.0,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  AVGO   12/13/24   160.000,AVGO,--,-1.0,,0.0,0.0,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  COST   12/13/24   962.500,COST,--,1.0,,0.0,0.0,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  AVGO   12/13/24   165.000,AVGO,--,1.0,,0.0,0.0,--,--
12/16/24,12/16/24,12/13/24,Option Expired,PUT  SPXW   12/13/24  6030.000,SPX,--,1.0,,0.0,0.0,--,--
12/12/24,12/12/24,12/12/24,Dividend,MICROSOFT CORP DIVIDEND REINVESTMENT,MSFT,--,0.006,448.52,-2.51,0.0,--,--
12/12/24,12/12/24,12/12/24,Qualified Dividend,MICROSOFT CORP REC 12/12/24 PAY 12/12/24 RATE 0.00000000 QTY 0.00000000,MSFT,--,,,2.51,0.0,--,--
12/12/24,12/12/24,12/13/24,Sold Short,PUT  COST   12/13/24   962.500,COST,--,-1.0,5.61,560.47,0.53,--,--
12/12/24,12/12/24,12/13/24,Bought To Open,PUT  COST   12/13/24   957.500,COST,--,1.0,4.56,-456.51,0.51,--,--
12/11/24,12/11/24,12/12/24,Sold To Close,PUT  TSLA   12/13/24   365.000,TSLA,--,-1.0,0.27,26.48,0.52,--,--
12/11/24,12/11/24,12/12/24,Bought To Cover,PUT  TSLA   12/13/24   370.000,TSLA,--,1.0,0.32,-32.51,0.51,--,--
12/10/24,12/10/24,12/11/24,Sold Short,PUT  SPXW   12/13/24  6030.000,SPX,--,-1.0,13.6,1358.94,0.51,--,--
12/10/24,12/10/24,12/11/24,Bought To Open,PUT  SPXW   12/13/24  6025.000,SPX,--,1.0,12.2,-1221.06,0.51,--,--
12/10/24,12/10/24,12/11/24,Sold Short,PUT  AVGO   12/13/24   165.000,AVGO,--,-1.0,2.37,236.48,0.52,--,--
12/10/24,12/10/24,12/11/24,Bought To Open,PUT  AVGO   12/13/24   160.000,AVGO,--,1.0,1.17,-117.51,0.51,--,--
12/10/24,12/10/24,12/11/24,Bought To Open,CALL SERV   01/16/26    20.000,SERV,--,1.0,3.8,-380.51,0.51,--,--
12/10/24,12/10/24,12/11/24,Bought,GLIMPSE GROUP INC UNSOLICITED TRADE,VRAR,--,95.0,1.147,-108.96,0.0,--,--
12/10/24,12/10/24,12/11/24,Bought,GLIMPSE GROUP INC UNSOLICITED TRADE,VRAR,--,5.0,1.15,-5.75,0.0,--,--
12/10/24,12/10/24,12/11/24,Bought To Open,CALL VRAR   06/20/25     3.000,VRAR,--,1.0,0.13,-13.51,0.51,--,--
12/09/24,12/09/24,12/10/24,Bought,PALANTIR TECHNOLOGIES INC CL A UNSOLICITED TRADE,PLTR,--,6.0,71.8,-430.8,0.0,--,--
12/09/24,12/09/24,12/10/24,Sold,GRAYSCALE BITCOIN MINI TRU ETF UNSOLICITED TRADE,BTC,--,-10.0,43.25,432.48,0.02,--,--
12/09/24,12/09/24,12/10/24,Sold Short,PUT  SPXW   12/13/24  6050.000,SPX,--,-1.0,17.4,1738.94,0.51,--,--
12/09/24,12/09/24,12/10/24,Bought To Open,PUT  SPXW   12/13/24  6045.000,SPX,--,1.0,15.9,-1591.06,0.51,--,--
12/09/24,12/09/24,12/10/24,Bought To Open,PUT  TSLA   12/13/24   365.000,TSLA,--,1.0,3.18,-318.51,0.51,--,--
12/09/24,12/09/24,12/10/24,Sold Short,PUT  TSLA   12/13/24   370.000,TSLA,--,-1.0,4.38,437.47,0.53,--,--
12/09/24,12/09/24,12/10/24,Bought To Open,PUT  NVDA   01/17/25   132.000,NVDA,--,1.0,3.98,-398.51,0.51,--,--
12/09/24,12/09/24,12/10/24,Sold Short,PUT  NVDA   01/17/25   138.000,NVDA,--,-1.0,6.48,647.47,0.53,--,--
12/09/24,12/09/24,12/06/24,Option Expired,PUT  TSLA   12/06/24   340.000,TSLA,--,1.0,,0.0,0.0,--,--
12/09/24,12/09/24,12/06/24,Option Expired,PUT  TSLA   12/06/24   330.000,TSLA,--,-1.0,,0.0,0.0,--,--
12/06/24,12/06/24,12/09/24,Sold To Close,PUT  QQQ    12/20/24   485.000,QQQ,--,-2.0,0.29,56.96,1.03,--,--
12/06/24,12/06/24,12/09/24,Bought To Cover,PUT  QQQ    12/20/24   490.000,QQQ,--,2.0,0.36,-73.02,1.02,--,--
12/06/24,12/06/24,12/09/24,Sold To Close,CALL SOUN   07/18/25    10.000,SOUN,--,-1.0,6.75,674.47,0.53,--,--
12/06/24,12/06/24,12/09/24,Bought To Open,CALL SOUN   07/18/25    17.000,SOUN,--,1.0,4.64,-464.51,0.51,--,--
12/05/24,12/05/24,12/06/24,Bought To Open,CALL INTC   12/18/26    30.000,INTC,--,1.0,3.6,-360.51,0.51,--,--
12/04/24,12/04/24,12/05/24,Bought,PALANTIR TECHNOLOGIES INC CL A UNSOLICITED TRADE,PLTR,--,2.0,69.2,-138.4,0.0,--,--
12/03/24,12/03/24,12/04/24,Bought To Open,PUT  TSLA   12/06/24   330.000,TSLA,--,1.0,1.15,-115.51,0.51,--,--
12/03/24,12/03/24,12/04/24,Sold Short,PUT  TSLA   12/06/24   340.000,TSLA,--,-1.0,3.05,304.48,0.52,--,--
12/02/24,12/02/24,12/03/24,Bought,INUVO INC COM NEW UNSOLICITED TRADE,INUV,--,300.0,0.344,-103.29,0.0,--,--
12/02/24,12/02/24,12/03/24,Bought,BIGBEAR AI HLDGS INC UNSOLICITED TRADE,BBAI,--,100.0,2.19,-219.0,0.0,--,--
12/02/24,12/02/24,11/29/24,Option Expired,PUT  QQQ    11/29/24   493.000,QQQ,--,-2.0,,0.0,0.0,--,--
12/02/24,12/02/24,11/29/24,Option Expired,PUT  QQQ    11/29/24   496.000,QQQ,--,2.0,,0.0,0.0,--,--
11/29/24,11/29/24,11/29/24,Margin Interest,Thru 11/30/24 for 30 days,--,--,,,-16.13,0.0,--,--
11/29/24,11/29/24,12/02/24,Sold To Close,PUT  NVDA   11/29/24   132.000,NVDA,--,-2.0,0.02,2.96,1.03,--,--
11/29/24,11/29/24,12/02/24,Bought To Cover,PUT  NVDA   11/29/24   136.000,NVDA,--,2.0,0.07,-14.02,0.02,--,--
11/22/24,11/22/24,11/25/24,Bought To Open,PUT  NVDA   12/20/24   135.000,NVDA,--,1.0,3.65,-365.52,0.52,--,--
11/22/24,11/22/24,11/25/24,Sold Short,PUT  NVDA   12/20/24   140.000,NVDA,--,-1.0,5.6,559.46,0.54,--,--
11/22/24,11/22/24,11/25/24,Bought To Open,PUT  QQQ    11/29/24   493.000,QQQ,--,2.0,1.49,-299.03,1.03,--,--
11/22/24,11/22/24,11/25/24,Sold Short,PUT  QQQ    11/29/24   496.000,QQQ,--,-2.0,2.01,400.94,1.05,--,--
11/22/24,11/22/24,11/25/24,Bought,ARCHER AVIATION INC CL A UNSOLICITED TRADE,ACHR,--,100.0,5.97,-597.0,0.0,--,--
11/21/24,11/21/24,11/21/24,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,38.0,0.0,--,--
11/21/24,11/21/24,11/21/24,Adjustment,TRNSFR CASH TO MARGIN,--,--,,,-38.0,0.0,--,--
11/21/24,11/21/24,11/22/24,Bought,PALANTIR TECHNOLOGIES INC CL A UNSOLICITED TRADE,PLTR,--,5.0,61.08,-305.4,0.0,--,--
11/21/24,11/21/24,11/22/24,Bought To Cover,PUT  QQQ    11/22/24   504.000,QQQ,--,2.0,1.52,-305.03,1.03,--,--
11/21/24,11/21/24,11/22/24,Sold To Close,PUT  QQQ    11/22/24   500.000,QQQ,--,-2.0,0.62,122.95,1.04,--,--
11/21/24,11/21/24,11/22/24,Bought To Cover,PUT  NVDA   11/22/24   140.000,NVDA,--,2.0,0.37,-75.03,1.03,--,--
11/21/24,11/21/24,11/22/24,Sold To Close,PUT  NVDA   11/22/24   136.000,NVDA,--,-2.0,0.12,22.95,1.04,--,--
11/21/24,11/21/24,11/21/24,Service Fee,Mandatory Reorg Fee Reversal - 389930108,--,--,,,38.0,0.0,--,--
11/20/24,11/20/24,11/20/24,Reorganization,GRAYSCALE BITCOIN MINI TRU ETF EXCHANGE,--,--,-50.0,,0.0,0.0,--,--
11/20/24,11/20/24,11/20/24,Reorganization,GRAYSCALE BITCOIN MINI TRU ETF EXCHANGE,BTC,--,10.0,,0.0,0.0,--,--
11/20/24,11/20/24,11/20/24,Service Fee,GRAYSCALE BITCOIN MINI TRU ETF MANDATORY REORG FEE,--,--,,,-38.0,0.0,--,--
11/20/24,11/20/24,11/21/24,Bought To Open,PUT  NVDA   11/22/24   136.000,NVDA,--,1.0,2.4,-240.52,0.52,--,--
11/20/24,11/20/24,11/21/24,Sold Short,PUT  NVDA   11/22/24   140.000,NVDA,--,-1.0,3.72,371.46,0.54,--,--
11/20/24,11/20/24,11/21/24,Bought To Open,CALL UUUU   01/16/26    12.000,UUUU,--,1.0,0.8,-80.52,0.52,--,--
11/20/24,11/20/24,11/21/24,Sold Short,PUT  NVDA   11/22/24   140.000,NVDA,--,-1.0,3.73,372.46,0.54,--,--
11/20/24,11/20/24,11/21/24,Bought To Open,PUT  NVDA   11/22/24   136.000,NVDA,--,1.0,2.4,-240.52,0.52,--,--
11/18/24,11/18/24,11/19/24,Bought To Open,PUT  QQQ    11/22/24   500.000,QQQ,--,2.0,4.68,-937.03,1.03,--,--
11/18/24,11/18/24,11/19/24,Sold To Close,PUT  QQQ    11/20/24   500.000,QQQ,--,-2.0,3.5,698.94,1.05,--,--
11/18/24,11/18/24,11/19/24,Sold Short,PUT  QQQ    11/22/24   504.000,QQQ,--,-2.0,6.69,1336.92,1.07,--,--
11/18/24,11/18/24,11/19/24,Bought To Cover,PUT  QQQ    11/20/24   504.000,QQQ,--,2.0,5.66,-1133.03,1.03,--,--
11/18/24,11/18/24,11/19/24,Bought To Open,PUT  NVDA   11/29/24   132.000,NVDA,--,2.0,4.85,-971.03,1.03,--,--
